PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,log_SalePrice
527451410,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971-01-01,1971-01-01,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,525.0,525.0,GasA,3,Y,SBrkr,525,567,0,1092,0,0,1,1,3,1,3,6,8,0,0,Detchd,1971-01-01,Unf,1,264.0,3,3,Y,0,0,0,0,0,0,0,0,,0,3,2010-01-01,WD,Family,88000,11.385103457032141
527452190,120,RL,53.0,4043,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977-01-01,1977-01-01,Gable,CompShg,Plywood,Plywood,,0.0,3,3,CBlock,4,3,1,5,360.0,1,0.0,709.0,1069.0,GasA,3,Y,SBrkr,1069,0,0,1069,0,0,2,0,2,1,3,4,8,1,2,Attchd,1977-01-01,RFn,2,440.0,3,3,Y,0,55,0,0,165,0,0,0,,0,7,2010-01-01,WD,Normal,127500,11.755879486687116
527453130,160,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975-01-01,1975-01-01,Gable,CompShg,Plywood,Brk Cmn,,0.0,3,3,CBlock,3,3,1,5,514.0,1,0.0,341.0,855.0,GasA,3,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,4,6,8,1,3,Attchd,1975-01-01,Unf,2,440.0,3,3,Y,173,0,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,149900,11.917730355182513
527453150,120,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975-01-01,1975-01-01,Gable,CompShg,Plywood,Brk Cmn,,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,836.0,836.0,GasA,5,Y,SBrkr,836,0,0,836,0,0,1,0,2,1,3,4,8,0,0,Attchd,1975-01-01,Unf,1,308.0,3,3,Y,0,30,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,120000,11.695255355062795
527454200,160,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978-01-01,1978-01-01,Gable,CompShg,Plywood,Brk Cmn,,0.0,3,3,CBlock,4,3,1,5,311.0,1,0.0,544.0,855.0,GasA,2,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,3,7,8,1,3,Attchd,1978-01-01,Unf,2,440.0,3,3,Y,26,0,0,0,0,0,0,0,,0,7,2010-01-01,WD,Normal,146000,11.891368749982085
528108120,60,RL,102.0,12858,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009-01-01,2010-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,5,3,PConc,5,3,1,1,0.0,1,0.0,1590.0,1590.0,GasA,5,Y,SBrkr,1627,707,0,2334,0,0,2,1,3,1,5,10,8,1,4,Attchd,2009-01-01,Fin,3,751.0,3,3,Y,144,133,0,0,0,0,0,0,,0,1,2010-01-01,New,Partial,376162,12.837777839071741
528112020,20,RL,98.0,11478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007-01-01,2008-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5,3,1,6,1218.0,1,0.0,486.0,1704.0,GasA,5,Y,SBrkr,1704,0,0,1704,1,0,2,0,3,1,4,7,8,1,4,Attchd,2008-01-01,RFn,3,772.0,3,3,Y,0,50,0,0,0,0,0,0,,0,5,2010-01-01,WD,Normal,306000,12.631343648903034
528120060,20,RL,83.0,10159,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009-01-01,2010-01-01,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,5,3,PConc,5,3,3,6,1646.0,1,0.0,284.0,1930.0,GasA,5,Y,SBrkr,1940,0,0,1940,1,0,2,1,3,1,5,8,8,1,4,Attchd,2010-01-01,Fin,3,606.0,3,3,Y,168,95,0,0,0,0,0,0,,0,4,2010-01-01,New,Partial,395192,12.887129532148373
528120090,20,RL,94.0,12883,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2009-01-01,2010-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1544.0,1544.0,GasA,5,Y,SBrkr,1544,0,0,1544,0,0,2,0,3,1,4,7,8,0,0,Attchd,2009-01-01,RFn,3,868.0,3,3,Y,0,35,0,0,0,0,0,0,,0,6,2010-01-01,New,Partial,290941,12.580879213573434
528120100,20,RL,95.0,12182,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005-01-01,2005-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,2,4,1201.0,1,0.0,340.0,1541.0,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,7,8,1,4,Attchd,2005-01-01,RFn,2,532.0,3,3,Y,0,70,0,0,0,0,0,0,,0,5,2010-01-01,New,Partial,220000,12.301387370778713
528120120,20,RL,90.0,11520,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005-01-01,2005-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,615.0,4,3,PConc,5,3,1,6,110.0,1,0.0,1588.0,1698.0,GasA,5,Y,SBrkr,1698,0,0,1698,0,0,2,0,3,1,5,7,8,1,4,Attchd,2005-01-01,Fin,3,730.0,3,3,Y,192,74,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,275000,12.524530013005734
528138020,20,RL,79.0,14122,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005-01-01,2006-01-01,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,4,3,PConc,5,3,1,6,28.0,1,0.0,1794.0,1822.0,GasA,5,Y,SBrkr,1822,0,0,1822,0,0,2,0,3,1,5,8,8,1,4,Attchd,2005-01-01,RFn,3,678.0,3,3,Y,0,119,0,0,0,0,0,0,,0,2,2010-01-01,WD,Normal,259000,12.464587201678082
528138060,20,RL,70.0,10171,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4,3,1,6,2.0,1,0.0,1515.0,1517.0,GasA,5,Y,SBrkr,1535,0,0,1535,0,0,2,0,3,1,4,7,8,0,0,Attchd,2004-01-01,RFn,2,532.0,3,3,Y,0,0,0,0,0,0,0,0,,0,3,2010-01-01,WD,Normal,214000,12.273735966890268
528150070,20,RL,100.0,12919,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009-01-01,2010-01-01,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,5,3,PConc,5,3,4,6,2188.0,1,0.0,142.0,2330.0,GasA,5,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,5,11,8,2,4,Attchd,2009-01-01,Fin,3,820.0,3,3,Y,0,67,0,0,0,0,0,0,,0,3,2010-01-01,New,Partial,611657,13.323928581764989
528175010,120,RL,44.0,6371,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009-01-01,2010-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,4,3,PConc,4,3,2,6,733.0,1,0.0,625.0,1358.0,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,4,Attchd,2010-01-01,RFn,2,484.0,3,3,Y,192,35,0,0,0,0,0,0,,0,6,2010-01-01,New,Partial,224000,12.319405795112926
528176010,20,RL,110.0,14300,Pave,,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003-01-01,2004-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,5,3,PConc,5,3,4,6,1373.0,1,0.0,1473.0,2846.0,GasA,5,Y,SBrkr,2696,0,0,2696,1,0,2,1,3,1,5,10,8,2,4,Attchd,2003-01-01,Fin,3,958.0,3,3,Y,220,150,0,0,0,0,0,0,,0,6,2010-01-01,WD,Normal,500000,13.122365377402328
